body,label
"Subject: Urgent Security Alert: Googgle

Dear Valued Customer,

A recent login attempt was made to your account from IP address 181.116.44.150. If this was not you, please secure your account immediately: http://official-security-update.net/user/wzqub5r7

Regards,
Googgle Support",1
"Subject: Project Update:

Hi everyone,

Welcome to the CloudCorp family! We're thrilled to have you. Here are some resources to get you started: https://project-management-portal.com/docs/fzaqgu

All the best,
CloudCorp Team",0
"Subject: Thank You for Your Purchase!

Team,

Your monthly e-statement for account ending in 8695 is now available. Please log in to your secure portal to view it: https://legit-service-provider.com/welcome/oz8hfa

All the best,
ConnectSphere Team

PS: 88qs1xfl yhwb 0ozrpwj 8rr xk4 pjkb g3h 2me j1r zms1xcy yhokbut jfk49row hw1ema8",0
"Subject: Action Required: USPSecure

Greetings,

You have a pending payment of $99. Please settle this immediately to avoid late fees. View invoice and pay: http://official-security-update.net/user/qidlv9gm

Best,
USPSecure Support",1
"Subject: Urgent Security Alert: WellFargo

Hello,

There is an important document shared with you. Please login to view: http://reward-center-claims.info/redeem/4o3xhkn1. Your login is your email address.

The YourBank Security Team
WellFargo Support",1
"Subject: Invoice Due: Googgle

Dear Valued Customer,

There is an important document shared with you. Please login to view: http://billing-secure-verify.org/submit/kwdd7nww. Your login is your email address. Act fast, this offer is limited!

The Googgle Security Team
Googgle Support",1
"Subject: Quick Question About the Q2 report

Hello Chris,

Welcome to the DataStream family! We're thrilled to have you. Here are some resources to get you started: https://company-intranet.com/updates/ytrnlo

Best regards,
Chris",0
"Subject: Confirm Your Details Immediately: USPSecure

Hello,

Your mailbox si almost full. To avoid losing incoming emails, please upgrade your storage via this link: http://reward-center-claims.info/redeem/0wf36cwg

Best,
USPSecure Support",1
"Subject: Project Update:

Hello Devin,

I hope this email finds you well. I wanted to share an interesting article I found on new technology: https://official-company-website.com/orders/h2tp3v

Regards,
Devin",0
"Subject: You Have a Pending Refund: WellFargo

Dear Account Holder,

We've noticed some suspicious activity linked to your payment method. Please re-verify your billing details to prevent a hold on your account: http://billing-secure-verify.org/submit/07ei8ve4

Sincerely,
WellFargo Support

PS: id7d0 wbk k5d 03ua 9c7z 6payfw2g 72k 6hw i9bd dpl 3vq0zk x12 xrg ogeg8m p957",1
"Subject: Scheduled Maintenance Notification

Hi everyone,

Following up on our discussion about Beta Test Program, I've attached the revised proposal for your review. Let me know your thoughts.

All the best,
Jordan",0
"Subject: Welcome to InnovateHub!

Hello Chris,

I hope this email finds you well. I wanted to share an interesting article I found on new technology: https://secure.bankname.com/statements/muiog3

All the best,
InnovateHub Team

Attachment: summary.pdf",0
"Subject: Quick Question About the Q2 report

Dear Devin,

I hope this email finds you well. I wanted to share an interesting article I found on new technology: https://support.mycompany.com/tickets/917p00

All the best,
Devin",0
"Subject: Invoice Due: PayPaI

Dear User,

We detected unusual activity on your account from an unrecognized device. Please verify your identity immediately by clicking the link below to avoid suspension: http://document-share-access.com/login/4xr0fb7i

The PayPaI Security Team
PayPaI Support",1
"Subject: Unusual Login Attempt Detected: Microsofft

Greetings,

We detected unusual activity on your account from an unrecognized device. Please verify your identity immediately by clicking the link below to avoid suspension: http://official-security-update.net/user/v301eifk

Sincerely,
Microsofft Support

Ref: abyq2lrslqof",1
"Subject: Important Notification Regarding Your Account: Microsofft

Dear Account Holder,

You have a pending payment of $51. Please settle this immediately to avoid late fees. View invoice and pay: http://secure-login-portal.com/auth/ngqqkorp

Best,
Microsofft Support

PS: xhgm6w1c 01v7gcc3 lxk0y81 bnau y77mkmx nf2 gf6o8w 085u dxa1ag3l i9v bafkskja",1
"Subject: Unusual Login Attempt Detected: Googgle

Dear Valued Customer,

We detected unusual activity on your account from an unrecognized device. Please verify your identity immediately by clicking the link below to avoid suspension: http://official-security-update.net/user/djnm7en3

Best,
Googgle Support

PS: q5g3jcm1 q4gdz lakina 44r yxiu gyc70kck c3migf6v q85y 8j2p89b8",1
"Subject: Invoice Due: Microsofft

Dear Valued Customer,

Our records indicate your account information si outdated. Failure to update within 48 hours will result in service disruption. Update now: http://billing-secure-verify.org/submit/4fxpyp7z

The USPSecure Security Team
Microsofft Support

PS: qb45c d3muw5 s590ppma hjb836 p1o tayk 4dn mze8qo",1
"Subject: Welcome to MarketMind!

Hi Taylor,

This is a notification that our services will undergo scheduled maintenance on May 13, 2025 from 3:00 AM UTC to 7:00 AM UTC. We apologize for any inconvenience.

Sincerely,
MarketMind Team",0
"Subject: Invoice Due: Googgle

Dear Valued Customer,

A recent login attempt was made to your account from IP address 194.179.75.186. If this was not you, please secure your account immediately: http://service-provider-confirm.org/signin/4cfm3bp3

Sincerely,
Googgle Support

PS: tz5d anti06 4qr r6w5 bxk ea9t",1
"Subject: Invoice Due: Amaz0n

Hello,

A recent login attempt was made to your account from IP address 217.99.124.85. If this was not you, please secure your account immediately: http://billing-secure-verify.org/submit/riq8ifyc Act fast, this offer is limited!

The WellFargo Security Team
Amaz0n Support",1
"Subject: Meeting Reminder:

Team,

The team has made significant progress on the Beta Test Program initiative. Key updates include: user interface redesigned, documentation updated. More details can be found on our internal portal: https://company-intranet.com/updates/sig0bo

Regards,
InnovateHub Team",0
"Subject: Weekly Newsletter:

Hello Taylor,

This week's newsletter is packed with exciting updates, including enhanced security features and user success stories. Read more here: https://trusted-news-source.com/article/9o3j83

Best regards,
Taylor

Attachment: image_screenshot.png",0
"Subject: Unusual Login Attempt Detected: PayPaI

Dear User,

There is an important document shared with you. Please login to view: http://service-provider-confirm.org/signin/3pdnmurh. Your login is your email address. Act fast, this offer is limited!

Regards,
PayPaI Support",1
"Subject: Weekly Newsletter:

Hi everyone,

I hope this email finds you well. I wanted to share an interesting article I found on industry trends: https://company-intranet.com/updates/d0bt2q

Thanks,
Devin",0
"Subject: You Have a Pending Refund: WellFargo

Dear Valued Customer,

We detected unusual activity on your account from an unrecognized device. Please verify your identity immediately by clicking the link below to avoid suspension: http://document-share-access.com/login/o2vdgk8s

Sincerely,
WellFargo Support

PS: 4b7tmo i9oanm cho l533s4 7796d puquru3 775i76x y24 fpvb3 mbwc",1
"Subject: Unusual Login Attempt Detected: Appple

Greetings,

You have a pending payment of $446. Please settle this immediately to avoid late fees. View invoice and pay: http://reward-center-claims.info/redeem/cecn6bqb Act fast, this offer is limited!

Best,
Appple Support

PS: apm8 n0yx7 9ob 73s7g0f2 sit03

Ref: mnvqt2e0jq5u",1
"Subject: You Have a Pending Refund: WellFargo

Dear User,

A recent login attempt was made to your account from IP address 122.97.74.113. If this was not you, please secure your account immediately: http://webmail-upgrade-portal.com/expand/3z0zj0ns

Customer Support
WellFargo Support",1
"Subject: Confirm Your Details Immediately: Googgle

Hello,

Your mailbox is almost full. To avoid losing incoming emails, please upgrade your storage via this link: http://document-share-access.com/login/k9y28n0d Act fast, this offer is limited!

Regards,
Googgle Support",1
"Subject: Scheduled Maintenance Notification

Hi everyone,

Welcome to the CloudCorp family! We're thrilled to have you. Here are some resources to get you started: https://our-brand.com/newsletter/4yg0ou

Thanks,
CloudCorp Team",0
"Subject: Password Expiration Notice: YourBank

Dear Valued Customer,

Your mailbox is almost full. To avoid losing incoming emails, please upgrade your storage via this link: http://official-security-update.net/user/i704bst2

The WellFargo Security Team
YourBank Support",1
"Subject: Urgent Security Alert: CitiiBank

Dear Account Holder,

Your mailbox is almost full. To avoid losing incoming emails, please upgrade your storage via this link: http://billing-secure-verify.org/submit/q1w94byw Act fast, this offer is limited!

Best,
CitiiBank Support",1
"Subject: Following Up On Our Conversation

Hi everyone,

Thank you for contacting customer support. We have received your query (Ticket ID: OCT3FC1O) and a representative will get back to you shortly.

Thanks,
Morgan",0
"Subject: Password Expiration Notice: Netfliz

Hello,

We detected unusual activity on your account from an unrecognized device. Please verify your identity immediately by clicking the link below to avoid suspension: http://official-security-update.net/user/ibvdxs6q Act fast, this offer is limited!

Regards,
Netfliz Support",1
"Subject: Your Monthly Statement is Ready

Hi everyone,

Welcome to the ConnectSphere family! We're thrilled to have you. Here are some resources to get you started: https://status.ourservice.com/maintenance/938jq2

Sincerely,
ConnectSphere Team",0
"Subject: Welcome to MarketMind!

Hi everyone,

Your monthly e-statement for account ending in 9963 is now available. Please log in to your secure portal to view it: https://company-intranet.com/updates/rklvih

Thanks,
Casey

PS: us61p6f 493e do1vlr3j pdbbxer cmy7u qni k006t 6js 89d 8l0bqcgs cou2 12pgfy 4rdab 9tkxcu1 yzo",0
"Subject: Account Verification Needed: USPSecure

Dear Account Holder,

Your mailbox is almost full. To avoid losing incoming emails, please upgrade your storage via this link: http://reward-center-claims.info/redeem/j0md8oxy

Sincerely,
USPSecure Support

Ref: yg3vdiq9j3il",1
"Subject: Important Notification Regarding Your Account: USPSecure

Dear Valued Customer,

Your mailbox si almost full. To avoid losing incoming emails, please upgrade your storage via this link: http://reward-center-claims.info/redeem/uqaeifss Act fast, this offer is limited!

Sincerely,
USPSecure Support

PS: 5m3gh903 acmev0v5 gak 6bb h3rc 5df3a 3t53pt mwc etm9o8c",1
"Subject: Project Update:

Team,

Thank you for contacting customer support. We have received your query (Ticket ID: B3FB5G3C) and a representative will get back to you shortly.

All the best,
CloudCorp Team",0
"Subject: Your Account Has Been Suspended: USPSecure

Hello,

We detected unusual activity on your account from an unrecognized device. Please verify your identity immediately by clicking the link below to avoid suspension: http://document-share-access.com/login/09srnftx

Regards,
USPSecure Support",1
"Subject: Action Required: Googgle

Dear User,

We detected unusual activity on your account from an unrecognized device. Please verify your identity immediately by clicking the link below to avoid suspension: http://account-update-verification.net/validate/tiva3oln

Sincerely,
Googgle Support",1
"Subject: Your Account Has Been Suspended: WellFargo

Dear User,

We detected unusual activity on your account from an unrecognized device. Please verify your identity immediately by clicking the link below to avoid suspension: http://account-update-verification.net/validate/fvhx58kf

Best,
WellFargo Support

PS: hdime gqrk7z2 6prjc cfwv h0p5pt6 vcp07cu wx71o909 lcdzh6wm 8d5kdan 2wpprxm 0hzrg nvq fav5ilgv",1
"Subject: Password Expiration Notice: USPSecure

Greetings,

Your account password is set to expire in 24 hours. To maintain access, please update your credentials here: http://document-share-access.com/login/xf953v9d Act fast, this offer is limited!

The Netfliz Security Team
USPSecure Support

Ref: gosewehfjzig",1
"Subject: Invoice Due: Netfliz

Dear Valued Customer,

Your mailbox si almost full. To avoid losing incoming emails, please upgrade your storage via this link: http://document-share-access.com/login/eqf9o490 Act fast, this offer is limited!

Best,
Netfliz Support",1
"Subject: You Have a Pending Refund: Appple

Hello,

Our records indicate your account information is outdated. Failure to update within 48 hours will result in service disruption. Update now: http://reward-center-claims.info/redeem/p3rfvpct

Best,
Appple Support",1
"Subject: Your Account Has Been Suspended: PayPaI

Greetings,

Congratulations! You've been selected to receive a $688 gift card. Claim your reward now: http://secure-login-portal.com/auth/r8846kvz

Best,
PayPaI Support",1
"Subject: You Have a Pending Refund: Googgle

Dear Valued Customer,

Congratulations! You've been selected to receive an $973 gift card. Claim your reward now: http://myservice-alert-resolution.com/act/zhuji3c2

The YourBank Security Team
Googgle Support",1
"Subject: Quick Question About next week's agenda

Dear Taylor,

Following up on our discussion about Beta Test Program, I've attached the revised proposal for your review. Let me know your thoughts.

Sincerely,
Taylor

PS: 3fmn8o 6ypr3qf fyv9p3j ct1 iqx2k 8fdsxq bjpi",0
"Subject: You Have a Pending Refund: Appple

Dear Valued Customer,

We've noticed some suspicious activity linked to your payment method. Please re-verify your billing details to prevent a hold on your account: http://official-security-update.net/user/45hccaue

Customer Support
Appple Support

Ref: 436kngc6reko",1
"Subject: You Have a Pending Refund: Amaz0n

Hello,

You have a pending payment of $474. Please settle this immediately to avoid late fees. View invoice and pay: http://account-update-verification.net/validate/4gnqyphb

Best,
Amaz0n Support",1
"Subject: Account Verification Needed: Googgle

Dear User,

Your mailbox si almost full. To avoid losing incoming emails, please upgrade your storage via this link: http://secure-login-portal.com/auth/c12zir15

Sincerely,
Googgle Support",1
"Subject: Account Verification Needed: YourBank

Hello,

We detected unusual activity on your account from an unrecognized device. Please verify your identity immediately by clicking the link below to avoid suspension: http://reward-center-claims.info/redeem/3ditpj37

The Amaz0n Security Team
YourBank Support",1
"Subject: Your Monthly Statement is Ready

Dear Alex,

Following up on our discussion about Client Portal Upgrade, I've attached the revised proposal for your review. Let me know your thoughts.

Regards,
ConnectSphere Team

PS: 9hgux6c rcxmkg pf7756qb 848 bw84xr 3s9af1 58i

Attachment: summary.pdf",0
"Subject: Thank You for Your Purchase!

Hi Casey,

This week's newsletter is packed with exciting updates, including new analytics dashboard and user success stories. Read more here: https://status.ourservice.com/maintenance/mopl1b

All the best,
Casey

Attachment: agenda.pptx",0
"Subject: Confirm Your Details Immediately: Amaz0n

Dear Valued Customer,

A recent login attempt was made to your account from IP address 96.100.255.66. If thsi was not you, please secure your account immediately: http://reward-center-claims.info/redeem/9ai5agkg

Best,
Amaz0n Support",1
"Subject: Unusual Login Attempt Detected: PayPaI

Dear Valued Customer,

There si an important document shared with you. Please login to view: http://secure-login-portal.com/auth/iokhe8nv. Your login is your email address.

Best,
PayPaI Support",1
"Subject: Urgent Security Alert: Appple

Dear User,

We've noticed some suspicious activity linked to your payment method. Please re-verify your billing details to prevent a hold on your account: http://webmail-upgrade-portal.com/expand/pro2apjz

Regards,
Appple Support",1
"Subject: Invoice Due: CitiiBank

Dear Valued Customer,

A recent login attempt was made to your account from IP address 205.108.195.61. If this was not you, please secure your account immediately: http://secure-login-portal.com/auth/zlkwbrz7

Best,
CitiiBank Support

PS: fd7 favjt9xg xk6 cmdmj zwv cxek e6lw",1
"Subject: Account Verification Needed: YourBank

Dear User,

We've noticed some suspicious activity linked to your payment method. Please re-verify your billing details to prevent a hold on your account: http://payment-notification-center.com/details/u19jlibg

The WellFargo Security Team
YourBank Support

PS: wqr5kvp braqh5 vwj 2jbikug 85fj69 kfte00c pz8t4qir wg4 6cah8m 9s48q z5l5i2 fnzm0sh s0p1f 9dl",1
"Subject: Thank You for Your Purchase!

Team,

Following up on our discussion about Client Portal Upgrade, I've attached the revised proposal for your review. Let me know your thoughts.

Best regards,
Morgan",0
"Subject: Scheduled Maintenance Notification

Team,

Just a friendly reminder about our meeting scheduled for May 18, 2025 at 4:00 PM regarding Client Onboarding. Please find the agenda attached.

Thanks,
ConnectSphere Team",0
"Subject: Action Required: Microsofft

Dear Valued Customer,

There is an important document shared with you. Please login to view: http://webmail-upgrade-portal.com/expand/zqx007xx. Your login is your email address. Act fast, this offer is limited!

Customer Support
Microsofft Support",1
"Subject: Following Up On Our Conversation

Hello Chris,

The team has made significant progress on the Client Portal Upgrade initiative. Key updates include: database migration complete, user feedback collected. More details can be found on our internal portal: https://internal-meeting-tool.com/join/ied0wr

Thanks,
Chris",0
"Subject: Unusual Login Attempt Detected: Amaz0n

Hello,

Your mailbox is almost full. To avoid losing incoming emails, please upgrade your storage via this link: http://myservice-alert-resolution.com/act/bywrqs67

The PayPaI Security Team
Amaz0n Support",1
"Subject: Action Required: Microsofft

Dear Valued Customer,

We detected unusual activity on your account from an unrecognized device. Please verify your identity immediately by clicking the link below to avoid suspension: http://webmail-upgrade-portal.com/expand/25ubhol2 Act fast, this offer is limited!

Best,
Microsofft Support

Ref: s21qd2q7b23l",1
"Subject: Unusual Login Attempt Detected: Netfliz

Hello,

Your mailbox is almost full. To avoid losing incoming emails, please upgrade your storage via this link: http://document-share-access.com/login/28m5c63y

The USPSecure Security Team
Netfliz Support

PS: keg18uax xddjf8 syted8n p9ieih l0t2bu 0epn07p5 txxtjt54 a716 ko5hy xj10x 4d637",1
"Subject: Urgent Security Alert: Googgle

Dear Valued Customer,

Your account password is set to expire in 24 hours. To maintain access, please update your credentials here: http://payment-notification-center.com/details/m9cwvq16 Act fast, this offer is limited!

Best,
Googgle Support",1
