"subject","body","label"
"partnership required!!!","dr. bernard makelele  pretoria, south africa.    sir,    on behalf of my colleagues and i, i write this letter with great pleasure. your information were given to me by a member of the south african export promotion council (saepc) who was with the black  economic empowerment commission (government) delegation on a trip to the united states during a bilateral conference talk to encourage foreign investors. i have decided to seek a confidential co-operation with you in execution of a business transaction hereunder for the benefit of all parties.    within the department of mining resources where i work as the director of project implementation, with co-operation of two other top officials, we have in our possession, an overdue payment in us funds.    the said funds represent certain percentage of the contract value executed on behalf of my ministry by a foreign contracting firm, which we the officials  over-invoiced to the amount of us$25,500,000.00 (twenty five million five hundred thousand united states dollars). though the actual contract cost has been paid to the original contractor, leaving the excess balance unclaimed.    the government of the republic of south africa believe that private investment in general, and foreign direct investment in particular, are the real engines for sustainable economic development, for which reason it has continued to encourage  investment in the key growth-oriented sector of mining with sincere determination to pay foreign contractors all debts owed to them, so as to continue to enjoy close relationship, and a mutually beneficial co-operation with foreign governments and non-governmental financial agencies. as a result we included our bills for approvals with the  co-operation of some officials at the department of finance and the reserve bank of south africa (rbsa).  we are seeking your assistance to be the beneficiary of the unclaimed funds, since we are not allowed to operate a foreign account. the changing of beneficiary\\'s information/details and other forms of  documentation upon application for claim to reflect the contract money and its approvals will be secured on behalf of your company or your good self.  i have the authority of my colleagues involved to propose that, should you be willing to assist us in this transaction your share as compensation will be 20% while my colleagues and i shall receive 70%, and the balance of 10% shall be used to reimburse all expenditures, taxes and miscellaneous expenses so incurred.  it does not matter whether or not your company does contract projects of the nature described here. the assumption is that your company won the major contract and subcontracted it to other companies.  more often than not, big trading companies and firms of unrelated fields win major contracts, and subcontract to more specialized firms for execution.    this business itself is 100% safe, provided you treat it with utmost confidentiality. also your specialization is not a hindrance to the successful  execution of this mutual beneficiary transaction. i have reposed my confidence in you and hope that you will not disappoint us.  kindly notify me by email for further details, upon your acceptance of this proposal.    regards,    dr. benard makelele.","1"
"offer for consideration","attn:  my dear,   i know this proposal letter might be a pleasant suprise to you as we don't know our selves before but be sured it is real and a genuine business. i am mr. solomon konateh,a sierra-leonian born 30 years ago,now seeking asylum in dakar-senegal under (unhcr) i got your contact from the internet as a cause of my serious search for a reliable and trustworthy person that can handle such a confidential transaction of this nature.  my father (late) mr. fedelix konateh the former deputy minister of finance under the executive civilian president of sierra-leone,but was assasinated by the rebels during the civil war and properties destroyed,but i and my aged mother with my two junior brothers narrowly escaped with some very important document of (us$14.5m) fourtheen point five million u.s dollars deposited by my late father in a high security and finance company here in dakar as a family treasure under my name. however,we saddled with the problem of securing a trust worthy foreign personality to help us transfer this money pending our arrival to meet with you. furthermore,we only want this to be done this way because your country is politically stable for any profitable investment and we also want to add here that if accepted by you,you will serve as the original beneficiary of the money.  we feel confident therefore,to introduce this offer to you. for your participation and assistance regarding this transfer,we have decided to give you 15 percent of the total amount and 5 percent mapped out for any miscelleneous expenses that may occure during the transfer of the money to your location.  conclusively,therefore,you are requested to furnish us back immediately you recieve this request to transfer this money from dakar senegal to your country resident account or any account of your interest. on commencement of this transaction i want to let you understand that the future of myself and family depends solely on this money. so please keep this business to yourself only. finally note that this business is 100% risk free on your part as a result there is nothing to fear about. a copy of certificate of deposit bond reciept of the security company and all the vital documents that covered the deposited money will be sent to you for your record purpose as soon as we hear from you.  i am eagerly expecting your urgent response.  yours faithfully,  solomon konateh.     __________________________________________________ do you yahoo!? everything you'll ever need on one web page from news and sport to email and music charts http://uk.my.yahoo.com","1"
"business proposal","no 8 garden avenue generation-south africa 27-837265625 satelite phone no. 882-1646685262                 {urgent and confidential}      (re: transfer of ($ 126,000.000.00 usd}     {one hundred and twenty six million dollars)  dear sir,  we want to transfer to overseas ($ 126,000.000.00 usd) one hundred and twenty six million united states dollars) from a bank in africa, i want to ask you to quietly  look for a reliable and honest person who will be capable and fit to provide either an existing bank account or to set up a new  bank a/c immediately to receive this money, even an empty a/c can serve to receive this money, as long as you will remain honest to me till the end for this important business trusting in you and believing  in god that you will never let me down either now or in future.  i am chiedo jonathan, the auditor general of a bank in africa, during the course of our auditing i discovered a floating fund  in an account opened in the bank in 1990 and since 1993 nobody has operated on this account again, after going through some old files in the records i discovered that the owner of the account died without a [heir]  hence  the money is floating and  if i do not remit this money out urgently it will be forfeited for nothing. the owner of this account is  mr. phillip morris, a foreigner, and a sailor, and  he died,  since 1993. and  no other person knows about this account or any thing concerning it, the account has no other beneficiary and my investigation proved to me as well that phillip morris until his death was the manager morris & morris coy.(pty). sa.   we will start the  first transfer with twenty six million [$26,000.000] upon successful transaction without any disappoint from your side, we shall re-apply for the payment of the remaining  rest amount to your account,  the amount involved is (usd 126m) one hundred and twenty six million united states dollars, only i want to first transfer $26,000.000 [twenty six million united states dollar from this money into a safe foreigners account abroad before the rest, but i don't know any foreigner, i am only contacting you as a foreigner because this money can not be approved to a local person here, without valid nternational foreign passport, but can only be approved to any foreigner with valid international passport or drivers license and foreign a/c  because the money is in us dollars and the former owner of the  a/c  mr. phillip morris  is a foreigner too, [and the money can only be approved into a foreign a/c.  however, we will sign a binding agreement, to bind us together i got your contact address  from the girl who operates computer, i am revealing this to you with believe in god that you will never let me down in this business, you are the first and the only person that i am contacting for this business, so please reply urgently so that i will inform you the next step to take urgently. send also your private telephone and fax number including the full details of the account to be used for the deposit.  i want us to meet face to face to build confidence and to sign a binding agreement that will  bind us together  before transferring the money to any account of  your choice  where the fund will be safe. before we fly to your country for withdrawal, sharing and investments.  i need your full co-operation to make this work fine. because the management is ready to approve this payment to any foreigner who has correct information of this account, which i will give to you, upon your positive response and once i am convinced that you are capable  and will meet up with instruction of a key bank official who is deeply involved with me in this business.  i need your strong assurance that you will never, never let me down.  with my influence and the position of the bank official we can transfer this money to any foreigner's reliable account which you can provide with assurance that this money will be intact pending our physical arrival in your country for sharing. the bank official will destroy all documents of transaction immediately we receive this money leaving no trace to any place and to build confidence  you can  come immediately  to discuss with me face to face after which i will make this remittance in your presence and three of us will fly to your country at least two days ahead of the money going into the account.  i will apply for annual leave to get visa immediately i hear from you that you are ready to act and receive this fund in your account. i will use my position and influence to obtain all legal approvals for  onward transfer of this money to your account with appropriate clearance from  the relevant  ministries and foreign exchange departments.  at the conclusion of this business, you will be given 35% of the total amount, 60% will be for me, while 5% will be for expenses both parties might have incurred during the process of transferring.  i look forward to your earliest reply through my email  you should try to call me on my satelite phone no. 882-1646685262. if you are calling my no. dial the way you use to call other countries,  do not put south african area code, because it is a satellite phone.  sincerely,  chiedo jonathan.","1"
"urgent business transaction","investment manager job proposal. >  >  dear friend, >  >  my name is kenneth kaseke from zimbabwe, i am 21 years old. > and my mother died last year and my father has been long dead. > before the death of my mother, she was a farmer and who > acquired wealth through the export of vegetables and other > edible goods. before the death of my mother she had acquired a > total sum of $9,000,000.00 (nine million dollars), which she > secretly deposited in a security company abroad(europe).but > right now as the only child and only son of my late parents it > is now time for my inheritance, but i cannot do this because > of my age and i am presenting an asylum seeker here in the > netherland.and the netherland government laws does not allow > asylum seekers to have bank accounts.and because of this i > cannot collect my money from the security company for proper > banking.and also because of my age and little experience with > large sum of money like this. >  > that is why i am now writing you and seeking your assistance. > i want you to represent me in europe and be my investment > manager and beneficiary of this funds, so that you can help me > make claims and as well invest this money for me. i have > decided to give you 20% out of the total amount > ($9,!000.000.00),which would be $1.8m us dollars .while the > rest will be mine, which i plan to use in my educational > pursuit. and also i hope you can also get me out of  here by > assisting me in acquiring a visa to join you up after you have > collected the money. i know this might sound strange to you, > but i don't have a choice and i want you to assist me by been > my investment manager and also give me a good education which > i couldn't get since the death of my mother. >  >  if you are ready to assist me, please get back to me through > this email address(kkzim@email.com),and i will feed > you with all the necessary information's and documents > regarding this proposal. i am hoping to hear from you soon. > please do not let me down or turn away from me. i am begging > you in gods name. >  > yours truly, > kaseke kenneth >","1"
"very urgent business matters","dr. williams banigo federal secretariat, lagos, nigeria email:  banigo@caramail.com               urgent   &   confidential best wishes of good health and success in your pursuits particularly through my  proposal as contained in this letter.before going into details of my proposal to you,  i must first solicit you to treat it with  utmost confidentiality, as this is required for  its success.  my colleagues and i are senior officials of the federal government of nigerias  contracts review panel who are interested in diverting some funds that are  presently floating in the accounts of the central bank of nigeria.in order to  commence this transaction, we solicit for your assistance to enable us transfer  into your account the said floating funds. we are determined to conclude the  transfer before the end of this financial quarter.  the source of the funds are as follows: during the last military regime, government  officials awarded contracts that were grossly over-invoiced to contractors.the  present civilian government set up the contract review panel, which has the  mandate to use the instruments of payments made available to it by the decree  setting up the panel,  to review these contracts and if necessary pay those who  are being owed outstanding amounts.  my colleagues and i have identified quite a huge sum of these funds which are  presently floating in the central bank of nigeria ready for disbursement and would  like to divert some of it for our own purposes. however, by virtue of our positions  as civil servants and  members of this panel,we cannot acquire these funds in our  names or in the names of companies that are based in nigeria. i have therefore  been mandated, as a matter of trust by my colleagues in the panel, to look for a  reliable overseas partner into whose account we can transfer the sum of  u.s.$16,500,000.00(sixteen million,five hundred  thousand u.s. dollars). that is  why i am writing you this letter.  we have agreed to share the money to be transferred into your account, if you agree with our proposition as follows;  (i) 10% to the account owner (you).  (ii) 80% for us (the panel officials).  (iii) 10% to be used in settling all expenses (by both you and us )incidental to the  actualisation of this project.  we wish to invest our share of the proceeds of this project in foreign stock  markets and other business till we are ready and able to have access to them.  please note that this transactionis 100% safe and risk-free.we intend to effect  the transfer within a few days from the date of receipt of the following information:  your name, companys name, address and telephone and fax numbers, and your  banking information. the above information will enable us write letters of claim  andjob description respectively. this way, we will use your companys name to  apply for the payment and backdate the  award of the contract to your company.  we are looking forward to doing this transaction with you and we solicit for your  utmost confidentiality in this transaction. please acknowledge the receipt of this  letter and, i will bring you into a more detailed picture of this transaction when i hear from you.  best regards, dr. williams banigo  pls. reply to : banigo@caramail.com","1"
"treat as urgent","name:dr. abdull rasaq dr..abdull.rasaq@caramail.com  request for assistance: _strictly confidential  i am dr. abdull rasaq, the chairman of contract  award and review committee set up by the federal  government of nigeria under the new civilian  dispensation to award new contracts and review  existing ones. i came to know of you in my search for  a reliable and reputable person to handle a very  confidential transaction, which involves the transfer  of a huge sum of money to a foreign account.  there were series of contracts executed by a  consortium of multi-nationals in the oil industry in  favour of n.n.p.c. the original value of these  contracts were delibrately over invoiced to the sum  of usd$25,000,000.00 (twenty five million united state dollars). this amount has now been approved and is  now ready to be transfered being that the companies  that actually executed these contracts have been fully paid and the projects officially commissioned.  consequently, my colleagues and i are willing to  transfer the total amount to your account for  subsequent disbursement, since we as civil servants  are prohibited by the code of conduct bureau (civil  service law) from operating and/or opening foreign  accounts in our names. needless to say, the trust  reposed on you at this juncture is enormous, in  return, we have agreed to offer you 30% of the  transfered sum, while 10% shall be set aside for  incidental expenses (internal and external) between  both parties in the course of the transaction you will be mandated to remit the balance to other accounts in  due course.  modalities have been worked out at the highest level  of the ministry of finance and the central bank of  nigeria for the immediate transfer of the funds within 10 working days subject to your satisfaction of the  above stated terms. our assurance is that your role is risk free.to accord this transaction the legality it  deserves and for mutual security of the funds the  whole approval procedures will officially and legally  processed with your name or the name of any company  you may nominate as the bonefide beneficiary.  once more i want you to understand that having put in  over twenty five years in the civil service of my  country, i am averse to having my image and career  dented. this matter should therefore be treated with  utmost secrecy and urgency it deserves.and i will like you to send me your mail to my praivte box  dr..abdull.rasaq@caramail.com  i want to assure you that this business proposal is  100% risk free as we have done our home work properly  i quite believe that you will protect our interest by  taking this deal strictly confidential, as we are  still in government service, which we intend to retire from.kindly expedite action as we are behind schedule  to enable us include this transfer in the second batch which would constitute the first quarter payments for the 2003 financial year. thanks and god bless.  dr.abdull rasaq nb:  but if you know you are interested let me know. list  your phone & fax numbers so we may  communicate with you. this is important as we would  have to talk about the modalities of the transaction.  waiting to hear from you.  name:dr. abdull rasaq dr..abdull.rasaq@caramail.com  request for assistance: _strictly confidential  i am dr. abdull rasaq, the chairman of contract  award and review committee set up by the federal  government of nigeria under the new civilian  dispensation to award new contracts and review  existing ones. i came to know of you in my search for  a reliable and reputable person to handle a very  confidential transaction, which involves the transfer  of a huge sum of money to a foreign account.  there were series of contracts executed by a  consortium of multi-nationals in the oil industry in  favour of n.n.p.c. the original value of these  contracts were delibrately over invoiced to the sum  of usd$25,000,000.00 (twenty five million united state dollars). this amount has now been approved and is  now ready to be transfered being that the companies  that actually executed these contracts have been fully paid and the projects officially commissioned.  consequently, my colleagues and i are willing to  transfer the total amount to your account for  subsequent disbursement, since we as civil servants  are prohibited by the code of conduct bureau (civil  service law) from operating and/or opening foreign  accounts in our names. needless to say, the trust  reposed on you at this juncture is enormous, in  return, we have agreed to offer you 30% of the  transfered sum, while 10% shall be set aside for  incidental expenses (internal and external) between  both parties in the course of the transaction you will be mandated to remit the balance to other accounts in  due course.  modalities have been worked out at the highest level  of the ministry of finance and the central bank of  nigeria for the immediate transfer of the funds within 10 working days subject to your satisfaction of the  above stated terms. our assurance is that your role is risk free.to accord this transaction the legality it  deserves and for mutual security of the funds the  whole approval procedures will officially and legally  processed with your name or the name of any company  you may nominate as the bonefide beneficiary.  once more i want you to understand that having put in  over twenty five years in the civil service of my  country, i am averse to having my image and career  dented. this matter should therefore be treated with  utmost secrecy and urgency it deserves.and i will like you to send me your mail to my praivte box  dr..abdull.rasaq@caramail.com  i want to assure you that this business proposal is  100% risk free as we have done our home work properly  i quite believe that you will protect our interest by  taking this deal strictly confidential, as we are  still in government service, which we intend to retire from.kindly expedite action as we are behind schedule  to enable us include this transfer in the second batch which would constitute the first quarter payments for the 2003 financial year. thanks and god bless.  dr.abdull rasaq nb:  but if you know you are interested let me know. list  your phone & fax numbers so we may  communicate with you. this is important as we would  have to talk about the modalities of the transaction.  waiting to hear from you.","1"
"treat as urgent","name:dr. abdull rasaq dr..abdull.rasaq@caramail.com  request for assistance: _strictly confidential  i am dr. abdull rasaq, the chairman of contract  award and review committee set up by the federal  government of nigeria under the new civilian  dispensation to award new contracts and review  existing ones. i came to know of you in my search for  a reliable and reputable person to handle a very  confidential transaction, which involves the transfer  of a huge sum of money to a foreign account.  there were series of contracts executed by a  consortium of multi-nationals in the oil industry in  favour of n.n.p.c. the original value of these  contracts were delibrately over invoiced to the sum  of usd$25,000,000.00 (twenty five million united state dollars). this amount has now been approved and is  now ready to be transfered being that the companies  that actually executed these contracts have been fully paid and the projects officially commissioned.  consequently, my colleagues and i are willing to  transfer the total amount to your account for  subsequent disbursement, since we as civil servants  are prohibited by the code of conduct bureau (civil  service law) from operating and/or opening foreign  accounts in our names. needless to say, the trust  reposed on you at this juncture is enormous, in  return, we have agreed to offer you 30% of the  transfered sum, while 10% shall be set aside for  incidental expenses (internal and external) between  both parties in the course of the transaction you will be mandated to remit the balance to other accounts in  due course.  modalities have been worked out at the highest level  of the ministry of finance and the central bank of  nigeria for the immediate transfer of the funds within 10 working days subject to your satisfaction of the  above stated terms. our assurance is that your role is risk free.to accord this transaction the legality it  deserves and for mutual security of the funds the  whole approval procedures will officially and legally  processed with your name or the name of any company  you may nominate as the bonefide beneficiary.  once more i want you to understand that having put in  over twenty five years in the civil service of my  country, i am averse to having my image and career  dented. this matter should therefore be treated with  utmost secrecy and urgency it deserves.and i will like you to send me your mail to my praivte box  dr..abdull.rasaq@caramail.com  i want to assure you that this business proposal is  100% risk free as we have done our home work properly  i quite believe that you will protect our interest by  taking this deal strictly confidential, as we are  still in government service, which we intend to retire from.kindly expedite action as we are behind schedule  to enable us include this transfer in the second batch which would constitute the first quarter payments for the 2003 financial year. thanks and god bless.  dr.abdull rasaq nb:  but if you know you are interested let me know. list  your phone & fax numbers so we may  communicate with you. this is important as we would  have to talk about the modalities of the transaction.  waiting to hear from you.  name:dr. abdull rasaq dr..abdull.rasaq@caramail.com  request for assistance: _strictly confidential  i am dr. abdull rasaq, the chairman of contract  award and review committee set up by the federal  government of nigeria under the new civilian  dispensation to award new contracts and review  existing ones. i came to know of you in my search for  a reliable and reputable person to handle a very  confidential transaction, which involves the transfer  of a huge sum of money to a foreign account.  there were series of contracts executed by a  consortium of multi-nationals in the oil industry in  favour of n.n.p.c. the original value of these  contracts were delibrately over invoiced to the sum  of usd$25,000,000.00 (twenty five million united state dollars). this amount has now been approved and is  now ready to be transfered being that the companies  that actually executed these contracts have been fully paid and the projects officially commissioned.  consequently, my colleagues and i are willing to  transfer the total amount to your account for  subsequent disbursement, since we as civil servants  are prohibited by the code of conduct bureau (civil  service law) from operating and/or opening foreign  accounts in our names. needless to say, the trust  reposed on you at this juncture is enormous, in  return, we have agreed to offer you 30% of the  transfered sum, while 10% shall be set aside for  incidental expenses (internal and external) between  both parties in the course of the transaction you will be mandated to remit the balance to other accounts in  due course.  modalities have been worked out at the highest level  of the ministry of finance and the central bank of  nigeria for the immediate transfer of the funds within 10 working days subject to your satisfaction of the  above stated terms. our assurance is that your role is risk free.to accord this transaction the legality it  deserves and for mutual security of the funds the  whole approval procedures will officially and legally  processed with your name or the name of any company  you may nominate as the bonefide beneficiary.  once more i want you to understand that having put in  over twenty five years in the civil service of my  country, i am averse to having my image and career  dented. this matter should therefore be treated with  utmost secrecy and urgency it deserves.and i will like you to send me your mail to my praivte box  dr..abdull.rasaq@caramail.com  i want to assure you that this business proposal is  100% risk free as we have done our home work properly  i quite believe that you will protect our interest by  taking this deal strictly confidential, as we are  still in government service, which we intend to retire from.kindly expedite action as we are behind schedule  to enable us include this transfer in the second batch which would constitute the first quarter payments for the 2003 financial year. thanks and god bless.  dr.abdull rasaq nb:  but if you know you are interested let me know. list  your phone & fax numbers so we may  communicate with you. this is important as we would  have to talk about the modalities of the transaction.  waiting to hear from you.  name:dr. abdull rasaq dr..abdull.rasaq@caramail.com  request for assistance: _strictly confidential  i am dr. abdull rasaq, the chairman of contract  award and review committee set up by the federal  government of nigeria under the new civilian  dispensation to award new contracts and review  existing ones. i came to know of you in my search for  a reliable and reputable person to handle a very  confidential transaction, which involves the transfer  of a huge sum of money to a foreign account.  there were series of contracts executed by a  consortium of multi-nationals in the oil industry in  favour of n.n.p.c. the original value of these  contracts were delibrately over invoiced to the sum  of usd$25,000,000.00 (twenty five million united state dollars). this amount has now been approved and is  now ready to be transfered being that the companies  that actually executed these contracts have been fully paid and the projects officially commissioned.  consequently, my colleagues and i are willing to  transfer the total amount to your account for  subsequent disbursement, since we as civil servants  are prohibited by the code of conduct bureau (civil  service law) from operating and/or opening foreign  accounts in our names. needless to say, the trust  reposed on you at this juncture is enormous, in  return, we have agreed to offer you 30% of the  transfered sum, while 10% shall be set aside for  incidental expenses (internal and external) between  both parties in the course of the transaction you will be mandated to remit the balance to other accounts in  due course.  modalities have been worked out at the highest level  of the ministry of finance and the central bank of  nigeria for the immediate transfer of the funds within 10 working days subject to your satisfaction of the  above stated terms. our assurance is that your role is risk free.to accord this transaction the legality it  deserves and for mutual security of the funds the  whole approval procedures will officially and legally  processed with your name or the name of any company  you may nominate as the bonefide beneficiary.  once more i want you to understand that having put in  over twenty five years in the civil service of my  country, i am averse to having my image and career  dented. this matter should therefore be treated with  utmost secrecy and urgency it deserves.and i will like you to send me your mail to my praivte box  dr..abdull.rasaq@caramail.com  i want to assure you that this business proposal is  100% risk free as we have done our home work properly  i quite believe that you will protect our interest by  taking this deal strictly confidential, as we are  still in government service, which we intend to retire from.kindly expedite action as we are behind schedule  to enable us include this transfer in the second batch which would constitute the first quarter payments for the 2003 financial year. thanks and god bless.  dr.abdull rasaq nb:  but if you know you are interested let me know. list  your phone & fax numbers so we may  communicate with you. this is important as we would  have to talk about the modalities of the transaction.  waiting to hear from you.  name:dr. abdull rasaq dr..abdull.rasaq@caramail.com  request for assistance: _strictly confidential  i am dr. abdull rasaq, the chairman of contract  award and review committee set up by the federal  government of nigeria under the new civilian  dispensation to award new contracts and review  existing ones. i came to know of you in my search for  a reliable and reputable person to handle a very  confidential transaction, which involves the transfer  of a huge sum of money to a foreign account.  there were series of contracts executed by a  consortium of multi-nationals in the oil industry in  favour of n.n.p.c. the original value of these  contracts were delibrately over invoiced to the sum  of usd$25,000,000.00 (twenty five million united state dollars). this amount has now been approved and is  now ready to be transfered being that the companies  that actually executed these contracts have been fully paid and the projects officially commissioned.  consequently, my colleagues and i are willing to  transfer the total amount to your account for  subsequent disbursement, since we as civil servants  are prohibited by the code of conduct bureau (civil  service law) from operating and/or opening foreign  accounts in our names. needless to say, the trust  reposed on you at this juncture is enormous, in  return, we have agreed to offer you 30% of the  transfered sum, while 10% shall be set aside for  incidental expenses (internal and external) between  both parties in the course of the transaction you will be mandated to remit the balance to other accounts in  due course.  modalities have been worked out at the highest level  of the ministry of finance and the central bank of  nigeria for the immediate transfer of the funds within 10 working days subject to your satisfaction of the  above stated terms. our assurance is that your role is risk free.to accord this transaction the legality it  deserves and for mutual security of the funds the  whole approval procedures will officially and legally  processed with your name or the name of any company  you may nominate as the bonefide beneficiary.  once more i want you to understand that having put in  over twenty five years in the civil service of my  country, i am averse to having my image and career  dented. this matter should therefore be treated with  utmost secrecy and urgency it deserves.and i will like you to send me your mail to my praivte box  dr..abdull.rasaq@caramail.com  i want to assure you that this business proposal is  100% risk free as we have done our home work properly  i quite believe that you will protect our interest by  taking this deal strictly confidential, as we are  still in government service, which we intend to retire from.kindly expedite action as we are behind schedule  to enable us include this transfer in the second batch which would constitute the first quarter payments for the 2003 financial year. thanks and god bless.  dr.abdull rasaq nb:  but if you know you are interested let me know. list  your phone & fax numbers so we may  communicate with you. this is important as we would  have to talk about the modalities of the transaction.  waiting to hear from you.","1"
"fund transfer.","dear sir,    my name is william ume,  presently,i am working in an african country.  i got your contact via the internet and felt you may be willing to pursue this with me.  this proposal may sound strange to you or probably you may even think it is a joke,because of lots of funny mails circulating over the internet .well if you do,i really understand,but honestly my freind,i am really handicaped,because this is the only means available to me to cominicate to you.  honestly ,i think you should give me a trial,i need your assistance and the deal is good.   the deal involves the transfer of $45million,safely intoyour account, and for this you are to receive 20% of the fund.  if you are intereted in pursuing this further please contact me via e-mail so that i can furnish you with the relevant detail about the origin of the fund and the modalities for the deal.  please send your response to my  e-mail address.  william.","1"
"assistance","dr. israel junaid 16 kingsway road  ikoyi,lagos.  internet fax:1 309 216 0222                 please i request for your genuine assistance  i want to first solicit your confidence in this transaction. this is by virtue of its nature as being utterly confidential and top secret. we shall be counting on your ability and reliability to prosecute a transaction of great magnitude involving a pending business transaction requiring maximum confidence.   we are top officials of the federal government contract review panel who are interested in importation of goods into our country with funds which are presently trapped in nigeria. in order to commence this business we solicit our assistance to enable us receive the said trapped funds abroad.   the source of this fund is as follows : during the regime of our late head of state, gen. sani abacha,the government officials set up companies  and awarded themselves contracts which were grossly over-invoiced in various ministries. the new civilian government set up a contract review panel (c.r.p) and we have identified a lot of inflated contract funds which are presently floating in the bank.   however, due to our position as civil servants and members of this panel,we cannot acquire this money in our names.  i have therefore, been delegated as a matter of trust by my colleagues of  the panel to look for an overseas partner into whose account the sum of us$15,600,000.00(fifteen million six hundred thousand united states dollars) will be paid by telegraphic transfer. hence we are writing you this letter.   we have agreed to share the money thus:   70% for us (the officials)  20% for the foreign partner (you)   10% to be used in settling taxation and all local and foreign expenses.    it is from this 70% that we wish to commence the importation business.please note that this transaction is 100% safe in all it's ramifications and we hope that the funds arrive your account in latest ten (10) banking days from the date of reciept of the following information by email: a suitable name and bank account into which the funds can be paid. your confidential telephone and fax numbers for essay communication.   the above information will enable us write letters of claim and job description respectively. this way we will use your company's name to apply for payments and re-award the contract in your name/company name.we  are looking forward to doing business with you and solicit your confidentiality in this transaction.   for security reasons and in order to move forward quickly,please respond to me by tel:234 1 776 0870,internet fax:1 309 216 0222,so i can bring you into the complete picture of this pending project and provide more information as to the succcessful conclusion of this project. the best response however,would be by telephone, so we can discuss fully all issues needed to complete this venture in good time,and successfully.  thank you and god bless.   yours faithfully dr. israel junaid internet fax:1 309 216 0222","1"
"confidential","mr. kenneth iloka	 block 4,nnpc quarters falomo crescent  ikoyi - lagos tel:234-1-776 4163  fax to 234-1-759 4377  email:ke_iloka1965@themail.com     dear,  i am mr. kenneth iloka, personal assistant to alhaji rewani lukeman, the  presidential adviser on petroleum matters. my message to you is based  on some money that floated into the government treasury due to the  recent boom in the international oil market.  the federal government of nigeria budgeted us$18.00 per barrel in last  year budget, but the price was changed in the international oil market  where a barrel was sold between us$28-us$35.00.   we recorded excess gain, and all these could not be accounted for,  hence some executive members in the petroleum ministry decided to take away  the sum of us$18,532,700.00, (eighteen million five hundred and thirty  two thousand seven hundred united states dollars) to an offshore  account of a foreign national or company.  please we are not contacting you because we cannot do this business on  our own successfully, but because we are not allowed to operate foreign  accounts as civil servants, that is why we are looking for a foreigner  we can use and knowing fully well that as a white man, the movement of  the fund will raise no doubt that is why we have decided to contact  you.  if you are interested to assist us, please let me have your personal  telephone, fax and email address, so that i can furnish you with further  details on the modalities of the transfer of the fund into your bank  account. please you are advised to keep this matter to your self, as we  do not want it to be exposed in order not to jeopardize our chances of  succeeding. let it be known to you that this transaction is hundred  percent risks free and your security has been well taken care off. if you  are interested in this transaction, call me immediately through my private telephone number 234-1-776 4163 or send me a email  to ke_iloka1965@themail.comfor further clarifications.  best regards.    mr. kenneth iloka tel:234-1-776 4163 fax to 234-1-759 4377  email: ke_iloka1965@themail.com","1"
"immediate attention.","from: mr. charles nwodo universal trust bank.website:www.utbplc.com dear friend, this letter may come to you as a surprise due to the fact that we have not yet met. the message could be strange but real if you pay some attention to it.  i could have notified you about it at least for the sake of your integrity. please accept my sincere apologies. in writing you this message, i have to say that  i have no intentions of causing you any embarrassment.   i am mr. charles nwodo manager with universal trust bank  plc. of nigeria, island branch. i managed to get your contact details through the internet myself.  time is of the importance and i am desperately looking for a person to assist me in this confidential business. a british oil consultant/contractor with the nigerian  national petroleum corporation, mr. claude brian best made a numbered time (fixed) deposit on january 6, 1999, valued at us$2,500,000.00 (two million five  hundred thousand us dollars), for twelve (12) calendar months in my branch. upon maturity, i sent a routine notification to his forwarding address but got no reply.   after a month, we sent a reminder and finally we discovered from his contract employers, the nigerian national petroleum corporation that mr. claude brian best died  in an automobile accident. on further investigation, i found out that he died without making a will and all attempts to trace his next of kin were fruitless.  i therefore made further investigation and discovered that mr. claude brian best did not declare any kin or relations in all his official documents, including his bank  deposit paperwork in my bank. this sum of us$2,500,000.00 is still sitting in my bank and the interest is being rolled over with the principal sum at the end of each year.  no one will ever come forward to claim it. according to nigerian law, at the expiration of 4 (four) years, the money will revert to the ownership of the nigerian government  if nobody applies to claim the fund. consequently, my proposal is that i will like you as a foreigner to stand in as the next of kin to mr. claude brian best so that the fruits of this old man's labor will not get into  the hands of some corrupt government officials.  this is simple, i will like you to provide immediately your full names and address so that the attorney will prepare the necessary  documents and affidavits that will put you in place as the next of kin.  we shall employ the service of two lawyers for drafting and notarization of the will and to obtain the  necessary documents and letter of probate/administration in your favor for the transfer.  a bank account in any part of the world that you will provide will then facilitate the transfer  of this money to you as the beneficiary/next of kin.  the money will be paid into your account for us to share in the ratio of 60% for me and 40% for you. there is no risk at all as all the paperwork for this transaction will be done by the attorney and my position as the branch manager guarantees the successful execution of this  transaction. if you are interested, please reply immediately via the private email address below; charlesnwodo@dr.com.  upon your response, i shall then provide you with more details and relevant documents that will help you understand the transaction.  please observe utmost confidentiality, and rest assured that this transaction would be most profitable for both of us because i shall require your assistance to invest my share in your  country. awaiting your urgent reply via my email address .thanks and regards.  mr. charles nwodo.","1"
