"subject","body","label"
"(no subject)","hi chris, can you confirm the delivery date for the new equipment? i’ll update the team.","0"
"(no subject)","your dropbox account is full. upgrade now at [dropbox-upgrade.co] to get more storage.","1"
"(no subject)","hi everyone, the holiday party is set for december 15th at 6 pm. save the date!","0"
"(no subject)","critical: your visa card has been compromised. verify your details at [visa-secure.biz].","1"
"(no subject)","hi sam, the client requested a few changes to the mockups. i’ll send them over shortly.","0"
"(no subject)","your linkedin account has been suspended. reactivate it at [linkedin-restore.org].","1"
"(no subject)","reminder: the fire drill is scheduled for tomorrow at 10 am. please follow the evacuation plan.","0"
"(no subject)","congratulations! you’ve earned a $200 amazon voucher. redeem it at [amazon-voucher.xyz].","1"
"(no subject)","hi anna, can you share the meeting notes from last week? i need them for the follow-up.","0"
"(no subject)","your instagram account is at risk. secure it at [instagram-secure.me] to avoid deletion.","1"
"(no subject)","dear team, the new project management tool is now live. training sessions start next week.","0"
"(no subject)","act fast! your order is pending payment. confirm it at [shop-confirm.net] to avoid cancellation.","1"
"(no subject)","hi mike, can we discuss the budget overrun for the campaign? let’s set a time tomorrow.","0"
"(no subject)","your uber account needs verification. click [uber-verify.live] to continue using our services.","1"
"(no subject)","hi all, please update your profiles in the hr system by the end of this week. thank you!","0"
"(no subject)","claim your free trial of premium software! sign up at [freetrial.biz] before it expires.","1"
"(no subject)","hi jenny, the client loved the pitch! can you prepare the contract for signing?","0"
"(no subject)","your bank statement is ready. download it now at [bank-statement.co] to review your transactions.","1"
"(no subject)","reminder: the annual performance reviews start next monday. please prepare your self-assessments.","0"
"(no subject)","exclusive deal! get 50% off your next order at [bigsale.shop]. click now to shop!","1"
"(no subject)","hi david, can you confirm the specs for the new server? i’ll place the order once you do.","0"
"(no subject)","your zoom account has been compromised. reset your password at [zoom-reset.info].","1"
"(no subject)","dear staff, the cafeteria menu for next week is now posted on the intranet.","0"
"(no subject)","you’ve won a free smartwatch! claim it at [smartwatch-win.xyz] before it’s gone!","1"
"(no subject)","hi kate, the project deadline has been moved to next friday. i’ll update the timeline.","0"
"(no subject)","your paypal account needs attention. verify your details at [paypal-verify.me].","1"
"(no subject)","hi team, please submit your timesheets by 5 pm today. reach out with any issues.","0"
"(no subject)","unlock a $50 coupon! shop now at [coupondeal.live] to redeem your discount.","1"
"(no subject)","hi ben, can you review the latest wireframes and share your feedback by tomorrow?","0"
"(no subject)","your gmail account has been accessed from an unknown location. secure it at [gmail-secure.org].","1"
"(no subject)","dear all, the new employee onboarding session is tomorrow at 9 am. zoom link to follow.","0"
"(no subject)","win a $250 gift card! enter your details at [giftcard-win.co] to claim your prize.","1"
"(no subject)","hi sophie, can you send the updated pricing sheet? i need it for the client call.","0"
"(no subject)","your account has been flagged for suspicious activity. verify it at [account-verify.biz].","1"
"(no subject)","reminder: the safety training session is this thursday at 11 am in room 204.","0"
"(no subject)","congratulations! you’re eligible for a free subscription. claim it at [freesub.live].","1"
"(no subject)","hi paul, the vendor confirmed delivery for next week. i’ll keep you updated.","0"
"(no subject)","your credit score has dropped! check it now at [creditcheck.me] to avoid issues.","1"
"(no subject)","hi everyone, the new office layout plan is available for review. feedback due by friday.","0"
"(no subject)","act now! your package is on hold. confirm delivery at [delivery-confirm.net].","1"
"(no subject)","hi amy, can you share the analytics report for last month? i need it for the meeting.","0"
"(no subject)","your facebook account is at risk. secure it at [facebook-secure.me] to avoid suspension.","1"
"(no subject)","dear team, please join us for the product demo next monday at 2 pm in the auditorium.","0"
"(no subject)","claim your exclusive discount! shop at [exclusivedeal.shop] to save 60% today!","1"
"(no subject)","hi nick, the client requested a revision to the logo. can we discuss this afternoon?","0"
"(no subject)","your account requires immediate verification. click [verify-now.biz] to avoid deactivation.","1"
"(no subject)","reminder: the diversity training is tomorrow at 1 pm. please complete the pre-work.","0"
"(no subject)","you’ve been selected for a $1000 prize! claim it at [prizeclaim.xyz] before it expires.","1"
"(no subject)","hi claire, can you confirm the headcount for the event? i’ll finalize the catering.","0"
"(no subject)","your bank account needs verification. click [bank-verify.io] to secure your funds.","1"
"(no subject)","hi all, the quarterly report is now available on the shared drive. please review it.","0"
"(no subject)","unlock a free gift! visit [freegift.live] and enter your details to claim it now.","1"
"(no subject)","hi steve, can you approve the purchase order for the new equipment by tomorrow?","0"
"(no subject)","your subscription is about to expire. renew it at [renew-subscription.co] to stay active.","1"
"(no subject)","dear employees, the new benefits package details are now available on the hr portal.","0"
"(no subject)","win a luxury vacation! enter now at [luxurywin.co] to claim your dream trip.","1"
"(no subject)","hi megan, the client meeting has been rescheduled to next tuesday at 10 am.","0"
