"subject","body","label"
"[sadev] interesting approach to spam handling..","hello, have you seen and discussed this article and his approach?  thank you  http://www.paulgraham.com/spam.html -- ""hell, there are no rules here-- we're trying to accomplish something."" -- thomas alva edison     ------------------------------------------------------- this sf.net email is sponsored by: osdn - tired of that same old cell phone?  get a new here for free! https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390 _______________________________________________ spamassassin-devel mailing list spamassassin-devel@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-devel","0"
"re: [sadev] live rule updates after release ???","yes - great minds think alike. but even withput eval rules it would be very  useful. it would allow us to respond quickly to spammer's tricks.  theo van dinter wrote: > on thu, aug 22, 2002 at 07:27:52am -0700, marc perkel wrote: >  >>has anyone though of the idea of live updates of rules after release? the  >>idea being that the user can run a cron job once a week or so and get the  >>new default rule set. this would allow us to react faster to: >  >  > i suggested this a few months ago.  i don't remember the details of what > came out of it except that it would only be useful for non-eval rules > since those require code changes. >     ------------------------------------------------------- this sf.net email is sponsored by: osdn - tired of that same old cell phone?  get a new here for free! https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390 _______________________________________________ spamassassin-devel mailing list spamassassin-devel@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-devel","0"
"[ilug] re: problems with raid1 on cobalt raq3","on mon, aug 19, 2002 at 03:08:16pm +0100, john p. looney mentioned: >  this is likely because to get it to boot, like the cobalt, i'm actually > passing root=/dev/hda5 to the kernel, not /dev/md0.    just to solve this...the reason i was booting the box with root=/dev/hda5, not /dev/md0 was because /dev/md0 wasn't booting - it would barf with 'can't find init'.   it turns out that this is because i was populating md0 with tar. which seems to have 'issues' with crosslinked files - for instance, it was trying to make a hard link of glibc.so to hda - and failing. it was only as i did it again with a friend present, that he spotted the errors, and queried them. we noticed that the hard linked files just didn't exist on the new rootfs.   when we duplicated the filesystems with dump instead of tar, it worked fine, i was able to tell lilo to use root=/dev/md0 and everything worked.   woohoo.  kate   --  irish linux users' group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. list maintainer: listmaster@linux.ie","0"
"re: new sequences window","--==_exmh_-1317289252p content-type: text/plain; charset=us-ascii > from:  chris garrigues  > date:  wed, 21 aug 2002 10:40:39 -0500 > > > from:  chris garrigues  > > date:  wed, 21 aug 2002 10:17:45 -0500 > > > > ouch...i'll get right on it. > >  > > > from:  robert elz  > > > date:  wed, 21 aug 2002 19:30:01 +0700 > > > > > > any chance of having that lengthen instead?   i like all my exmh stuff > > > in nice columns (fits the display better).   that is, i use the detache > d > > > folder list, one column.   the main exmh window takes up full screen, > > > top to bottom, but less than half the width, etc... >  > i thought about that.  the first order approximation would be to just add  > using pack .... -side top instead of pack ... -side left, however, since their  > each a different width, it would look funny. i've done this.  it's not as pretty as i think it should be, but it works.   i'm going to leave the cosmetic issues to others.  when i update the  documentation, i'll add this to the exmh.todo file. i'm leaving for a 2 1/2 week vacation in a week, so this is the last new  functionality i'm going to add for a while.  also, i now have pretty much  everything in there that i want for my own use, so i'm probably pretty much  done.  i'll work on bug fixes and documentation before my vacation, and  hopefully do nothing more afterwards. chris --  chris garrigues                 http://www.deepeddy.com/~cwg/ vircio                          http://www.vircio.com 716 congress, suite 200 austin, tx  78701		+1 512 374 0500   world war iii:  the wrong-doers vs. the evil-doers. --==_exmh_-1317289252p content-type: application/pgp-signature -----begin pgp signature----- version: gnupg v1.0.6 (gnu/linux) comment: exmh version 2.2_20000822 06/23/2000 id8dbqe9zqj/k9b4h5r0iuiraipuajwl4muus5whlnqzc8msdlgpedknraccdfzh pcggn9frlim+c5z3vagi2we= =qjoj -----end pgp signature----- --==_exmh_-1317289252p-- _______________________________________________ exmh-workers mailing list exmh-workers@redhat.com https://listman.redhat.com/mailman/listinfo/exmh-workers","0"
"the case for spam","spamassassin is hurting democracy! owen ---------------------------------------------------------------------------------------------------------------------  http://www.bayarea.com/mld/mercurynews/news/opinion/3900215.htm  internet can level the political playing field by mike mccurry and larry purpuro  not many months from now, people across the country will experience one  of the great recurring features of american democracy. at shopping  malls, on factory floors, at church socials and even on our front  stoops, we will be approached by individuals who want to represent us in  public office. while chances are high that we won't know them  personally, they will walk up to us, offer a handshake and a flier and  ask for our votes.  just as technology is affecting every other area of communication, it  has begun to affect the way political candidates communicate with voters.  in this year's gop gubernatorial primary, california secretary of state  bill jones, who faced better-funded candidates, acquired the e-mail  addresses of more than a million potential california voters and sent  each an unsolicited e-mail asking for support.  that day, he might have chosen any of the more traditional -- and more  expensive -- methods of contacting voters, such as direct mail, radio  spots or tv ads. but he spent only about 2 cents per message, instead of  35 cents or more per message for direct mail or in another medium.  had jones chosen direct mail, radio or tv, that communication would have  been equally ``unsolicited,'' as defined in the e-mail world. few voters  would have ``opted in'' to receive campaign information from jones  through any of those channels.  the response to jones' e-mail effort, however, was swift and intense. he  was lambasted by anti-spam advocates, and media coverage was almost  entirely negative. to be fair, some of jones' tactics could have been  refined. he used a less-than-perfect list and no standard-practice  ``paid for'' disclaimer in the message.  his detractors, however, attacked him not for his tactical miscues but  because the e-mail was sent unsolicited. in fact, jones' online campaign  may have been his most visible asset. in an era of cynicism toward money  in politics -- money typically spent on other unsolicited communication  mediums -- jones tried to level the playing field.  no one likes commercial spam. it is irrelevant and untargeted and can be  highly intrusive and even offensive. but as a sophisticated society,  it's time to differentiate commercial spam from very different  unsolicited e-mail sent by political candidates to voters.  the debate is particularly relevant in light of legislation in congress  that would constitute the first federal law to directly address spam. we  believe e-mail is no more intrusive than direct mail, telemarketing or  tv advertising when it comes to politicians seeking to reach voters. a  simple link in good e-mail campaigns allows recipients to opt out of  future mailings. direct mail takes at least a phone call or stamp to be  taken off a list, and viewers must repeatedly endure tv ads.  when a candidate lacks a large campaign war chest, he or she can use the  internet to provide constituents with information to better prepare them  to perform their civic duty of casting educated votes. with more than 60  percent of all potential voters in this country possessing e-mail  accounts, it makes sense that political candidates use this medium.  candidates might avoid some of the tactical problems encountered by the  jones campaign if they use the technologies available today that better  ensure quality of e-mail lists and target content to specific recipient  groups.  but the broader point remains. when a political candidate sends a voter  an e-mail, that recipient can choose to delete the message without  opening it, unsubscribe from the list, read it or even reply and engage  the sender. that choice should belong to the voter -- not to anti-spam  advocates whose efforts are better focused on commercial e-mail.  political candidates should be free to communicate with voters as best  they can, and let voters decide what to do with that information.   -------------------------------------------------------------------------------- mike mccurry, former press secretary for president clinton, is ceo of an  advocacy management and communications software company. larry purpuro,  the former republican national committee deputy chief of staff, is  founder and president of a political e-marketing firm. this was written  for the los angeles times.   http://xent.com/mailman/listinfo/fork","0"
"[iiu] eircom adsl nat'ing","hi all,  apologies for the possible silly question (i don't think it is, but),  but is eircom's adsl service nat'ed?  and what implications would that have for voip? i know there are  difficulties with voip or connecting to clients connected to a nat'ed  network from the internet wild (i.e. machines with static, real ips)  any help pointers would be helpful,  cheers --  rgrds, bernard --  bernard tyers * national centre for sensor research * p:353-1-700-5273 * e: bernard.tyers@dcu.ie * w: www.physics.dcu.ie/~bty * l:n117  _______________________________________________ iiu mailing list iiu@iiu.taint.org http://iiu.taint.org/mailman/listinfo/iiu","0"
"[zzzzteana] re: australian catholic kiddie perv steps aside","--- in forteana@y..., ""d.mcmann""  wrote: > robert moaby, 33, who sent death threats to staff, was also jailed > for hoarding indecent pictures of children on his home computer. > ========= >  > hmm, if i didn't trust our government and secret police, i could  look at > this another way.... there is a bit of circumstantial evidence - apparently some mt  listers were approached by him (via email) - a little research in  dejanews/google groups showed a number of messages from him, clearly  hoping to contact girls, appearing in ""alt.teens"" and similar groups -  i just tried a google groups search on ""robert moaby"" and some of  them came top of the list. note for marie - ""mt"" stands for mark thomas, a slightly slimmer, uk  version of your michael moore - the mailing list is named after him.  rob ------------------------ yahoo! groups sponsor ---------------------~--> 4 dvds free +s&p join now http://us.click.yahoo.com/pt6ybb/nxieaa/mg3haa/7gsolb/tm ---------------------------------------------------------------------~-> to unsubscribe from this group, send an email to: forteana-unsubscribe@egroups.com   your use of yahoo! groups is subject to http://docs.yahoo.com/info/terms/","0"
"re: [ilug] sun solaris..","in a nutshell - solaris is suns own flavour of unix.  > -----original message----- > from: kiall mac innes [mailto:kiall@redpie.com]  > sent: 22 august 2002 17:23 > to: ilug > subject: [ilug] sun solaris.. >  >  > can someone explain what type of operating system solaris  > is... as ive never seen or used it i dont know wheather to  > get a server from sun or from dell i would prefer a linux  > based server and sun seems to be the one for that but im not  > sure if solaris is a distro of linux or a completely  > different operating system? can someone explain... >  > kiall mac innes >  >  > --  > irish linux users' group: ilug@linux.ie  > http://www.linux.ie/mailman/listinfo/ilug for  > (un)subscription information. list maintainer: listmaster@linux.ie >   --  irish linux users' group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. list maintainer: listmaster@linux.ie","0"
"[zzzzteana] which muppet are you?","apols if this has been posted before:  http://www.pinkpaperclips.net/subs/quiz2.html  rob   ------------------------ yahoo! groups sponsor ---------------------~--> 4 dvds free +s&p join now http://us.click.yahoo.com/pt6ybb/nxieaa/mg3haa/7gsolb/tm ---------------------------------------------------------------------~->  to unsubscribe from this group, send an email to: forteana-unsubscribe@egroups.com     your use of yahoo! groups is subject to http://docs.yahoo.com/info/terms/","0"
"[ilug] sun solaris..","can someone explain what type of operating system solaris is... as ive never seen or used it i dont know wheather to get a server from sun or from dell i would prefer a linux based server and sun seems to be the one for that but im not sure if solaris is a distro of linux or a completely different operating system? can someone explain...  kiall mac innes   --  irish linux users' group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. list maintainer: listmaster@linux.ie","0"
"re: [zzzzteana] which muppet are you?","> apols if this has been posted before: >  > http://www.pinkpaperclips.net/subs/quiz2.html > so, anyone who isn't beaker?  timc meep  ------------------------ yahoo! groups sponsor ---------------------~--> 4 dvds free +s&p join now http://us.click.yahoo.com/pt6ybb/nxieaa/mg3haa/7gsolb/tm ---------------------------------------------------------------------~->  to unsubscribe from this group, send an email to: forteana-unsubscribe@egroups.com     your use of yahoo! groups is subject to http://docs.yahoo.com/info/terms/","0"
"re: [ilug] sun solaris..","on thu, aug 22, 2002 at 05:13:01pm +0100, fergal moran mentioned: > in a nutshell - solaris is suns own flavour of unix.   though i'm sure that this nice person would like a bit more detail.   solaris is quite different to linux, though these days you can make solaris act a lot like linux with an extra cd of gnu tools sun ship with solaris. it is based on the sysv unix family, so it's quite similar to other unixen like hpux and sco.   sun's hardware in general is more reliable, and a lot more expensive. one of the main bonuses you get by buying sun is that you are getting your hardware and software from one company, so if you have a support contract, they have to fix it. they can't fob you off with 'that's a software problem, talk to the software vendor.' etc.   if you are set on linux, you most likely can do your own support. there is then a world of different hardware options. you can run linux on sparc, though some companies like redhat don't maintain a sparc port anymore.   you can also buy your machine from linux-oriented companies like dnuk, who do machines designed to run linux, and their own version of linux, that has a few extras for their machines. or, you can get a machine from a cheaper company like dell, and it'll most likely work, most of the time.  john   --  irish linux users' group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. list maintainer: listmaster@linux.ie","0"
"re: [ilug] sun solaris..","john p. looney wrote: > on thu, aug 22, 2002 at 05:13:01pm +0100, fergal moran mentioned: >  >>in a nutshell - solaris is suns own flavour of unix. >  >  >  though i'm sure that this nice person would like a bit more detail. >  >  solaris is quite different to linux, though these days you can make > solaris act a lot like linux with an extra cd of gnu tools sun ship with > solaris. it is based on the sysv unix family, so it's quite similar to > other unixen like hpux and sco. >  >  sun's hardware in general is more reliable, and a lot more expensive. one > of the main bonuses you get by buying sun is that you are getting your > hardware and software from one company, so if you have a support contract, > they have to fix it. they can't fob you off with 'that's a software > problem, talk to the software vendor.' etc. >  >  if you are set on linux, you most likely can do your own support. there > is then a world of different hardware options. you can run linux on sparc, > though some companies like redhat don't maintain a sparc port anymore. >  >  you can also buy your machine from linux-oriented companies like dnuk, > who do machines designed to run linux, and their own version of linux, > that has a few extras for their machines. or, you can get a machine from a > cheaper company like dell, and it'll most likely work, most of the time.  why do you say dell is cheaper than dnuk?  it gets a bit complicated though! http://www.levenez.com/unix/history.html  pdraig.   --  irish linux users' group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. list maintainer: listmaster@linux.ie","0"
"re: [zzzzteana] which muppet are you?","hey, it's not easy being green.  leslie  leslie ellen jones, ph.d. jack of all trades and doctor of folklore lejones@ucla.edu  ""truth is an odd number"" -- flann o'brien   ----- original message -----    from: dino    to: zzzzteana@yahoogroups.com    sent: thursday, august 22, 2002 10:13 am   subject: re: [zzzzteana] which muppet are you?     damn kermit...boring...   wanna be rizzo he's the coolest   dino           yahoo! groups sponsor                advertisement                          to unsubscribe from this group, send an email to:   forteana-unsubscribe@egroups.com      your use of yahoo! groups is subject to the yahoo! terms of service.     [non-text portions of this message have been removed]   ------------------------ yahoo! groups sponsor ---------------------~--> 4 dvds free +s&p join now http://us.click.yahoo.com/pt6ybb/nxieaa/mg3haa/7gsolb/tm ---------------------------------------------------------------------~->  to unsubscribe from this group, send an email to: forteana-unsubscribe@egroups.com     your use of yahoo! groups is subject to http://docs.yahoo.com/info/terms/","0"
"re: [ilug] sun solaris..","> on thu, 22 aug 2002, john p. looney wrote: > >  sun's hardware in general is more reliable, > rofl. not in our experience.  well at least our caps-lock keys work:  peter@staunton.ie said: > another problem. i have a dell branded keyboard and if i hit caps-lock > twice, the whole machine crashes (in linux, not windows) - even the on/ > off switch is inactive, leaving me to reach for the power cable > instead.  :-p  bauwolf@indigo.ie said: > as if he wanted solaris 9 for x86, he'd be waiting a bit erm... it runs solaris x86 as standard...  cheers, ~al  --  expressed in this posting are my opinions.  they are in no way related to opinions held by my employer, sun microsystems. statements on sun products included here are not gospel and may be fiction rather than truth.    --  irish linux users' group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. list maintainer: listmaster@linux.ie","0"
"re: the curse of india's socialism",">                                 you have multiple generations of > peasants/squatters that cultivate and live on the lands almost as a > human parts of the property package.  when i'd read that ""getting legal title can take 20 years"", when i believe that 1 year ought to be more than sufficient, (and helped by the cairo reference) i'd assumed that we were talking about the urban poor.  if i see people living in mansions, or even in suburban subdivisions, i assume they didn't have too much trouble with their titles.  if i see people living in shanties and haphazard alleyways, i tend to assume their parcels weren't exactly recorded on the government maps, or paid for with a bank loan, especially when nearby vacant lots have shotgun wielding men presumably intent on keeping them ""development"" free.  now, it may be that ""manhattanites' view of america"" to say that outside of metro manila, davao, and maybe another city or two (cebu?), everything else (literally) is the boondocks.  but going on that very broad assumption, i guess i'm describing the flip side of mr. roger's experience: the paisanos (who leave behind those who remain on a patron's rural land) move to manila, and (the second assumption) squat in shantytowns there, at least until they can line up a middle-class job.  so, going on two large assumptions, i can come up with a scenario under which title would take 20 years: a shantytown arises somewhere in the midst of a section (or whatever the spanish used to divvy up the land) and it takes decades of arguing to put together a package which somehow can both compensate the owner and record lots for the inhabitants.  just transferring title to an existing lot, between parties who have money, ought not to be a problem.  the obvious solution, at least to us barking farting chihuahuas on fork, is to ""introduce market mechanisms"".  it is left as an exercise to come up with one which works when many of the agents (are perceived to) have negligible npv.  -dave  >              [land reform] meant that all the agricultural producers had > to plant crops all the time (profitable or not) ...  what happened to more highly-capitalized land?  putting in trees instead of crops sounds like it might sidestep that.  > mr. long, i think you'd particularly enjoy the de soto work.  on the ""to find"" list.  any chance of an explanation of that ""bell jar"" in the meantime?  http://xent.com/mailman/listinfo/fork","0"
